id,timestamp,text,search_term,location,sentiment,topic,month
1491660168471658497,2022-02-10 06:27:52,"From KalkineMediaComAu "" Why investors stayed upbeat in Australian share market today "" published 10/02/2022 $NAB #Technology #Tech #Inflation 
https://t.co/ZCiNMmN1T1",inflation,,0.043478260869565216,cost of living,2
1491661949847113731,2022-02-10 06:34:57,"Sex and religion on politicians' minds as Australians contend with cost of living pressures https://t.co/899VGPOhlP @ABCaustralia
""...Caught on their own wedge: The federal Coalition wants to wedge Labor...""
#ReligiousDiscriminationBill
#MorrisonFail
#AlboForPM
#Auspol #LNPfail",cost of living,,-0.027777777777777776,cost of living,2
1491662447261847554,2022-02-10 06:36:55,"No need to call on functional finance to have the stage 3 tax cuts stopped.  Just say they flatten the tax structure which means the automatic stabilisers of a progressive tax structure don't work nearly as well.

Or just say the cohort is a high inflationary risk",inflation,,-0.10638297872340426,cost of living,2
1491662560289955840,2022-02-10 06:37:22,"[VIDEO] Market Close: While the Aussie market faded from this morning's best levels, the #ASX200 still rose for a third day and is most of the way through its best week in close to one year. US #inflation data in focus tonight. 
https://t.co/BePx0TLG1O",inflation,,0.15217391304347827,cost of living,2
1491662941166333952,2022-02-10 06:38:53,"https://t.co/xnVJVO9x9G: [VIDEO] Market Close: While the Aussie market faded from this morning's best levels, the #ASX200 still rose for a third day and is most of the way through its best week in close to one year. US #inflation data in focus tonight. 
https://t.co/gynzYwU72G",inflation,,0.14,cost of living,2
1491760003447164928,2022-02-10 13:04:35,@GoldsteinVoices @zdaniel Very light on the working class and https://t.co/EOfcRhvZjc mention of the growing gap between rich and poor. Nothing on housing or housing affordability. Reads and sounds like Lib Light. Sorry not for me,housing,,0.05263157894736842,housing,2
1491664002606579716,2022-02-10 06:43:06,"[REPORT] Evening: The ASX200 has recorded its third straight gain, finishing up 0.3% or 20 pts to 7289. The index faded from this morning’s more impressive improvements of 0.9% ahead of tonight’s US inflation data.
https://t.co/yXsNYPA3aQ https://t.co/1jfyTF4THT",inflation,,0.13333333333333333,cost of living,2
1491664779731111936,2022-02-10 06:46:11,"as Australians contend with cost of living pressures changes to religious freedoms on the eve of an election, as if it was the greatest threat facing Australians this is about politics an answer in pursuit of a problem excerpt https://t.co/3rXsMdaUJd
cc @WgarNews",cost of living,,0.0,cost of living,2
1491665014377177088,2022-02-10 06:47:07,This is next level cooked. Lib mates and their fat stacks before the people of Tasmania. Housing crisis. Broken health system. Stuffed infrastructure. But hey let’s do this @GutweinTeam #politas https://t.co/8f1YGPatpY,housing,,-0.11764705882352941,housing,2
1491665708199157763,2022-02-10 06:49:53,"The TQEH ED is housing 3 people admitted under mental health (10% of ED capacity). 2 have been waiting for more than 8 hours! 
https://t.co/9Z16JTeSIY",housing,,-0.03571428571428571,housing,2
1491665737261404164,2022-02-10 06:50:00,Key US inflation data (CPI) will be released tonight at 12:30am AEDT. Likely to set the tone for US markets this evening.,inflation,,0.0,cost of living,2
1491665971018297344,2022-02-10 06:50:55,It's as if all the rich cunts are pooling their resources to reshape the market. The rest of us used to do that via the state - it was called social housing. https://t.co/DBwmIljExP,housing,,0.05555555555555555,housing,2
1491676767253188608,2022-02-10 07:33:49,"@australian In the meantime, supermarkets are short of items, small business is on its knees, cops are raiding churches to check on muzzles, the community is segregated and inflation is out of control. The whole operating system is corrupt and it needs to be deleted. 🙄",inflation,,-0.06521739130434782,cost of living,2
1491666728115310593,2022-02-10 06:53:56,https://t.co/xnVJVO9x9G: Key US inflation data (CPI) will be released tonight at 12:30am AEDT. Likely to set the tone for US markets this evening.,inflation,,0.0,cost of living,2
1491669690229350402,2022-02-10 07:05:42,"Big banks continue to increase their mortgage rates, with Westpac today hiking its rates for the second time this year. @EdwardGodfrey9  #9News https://t.co/fmkvz8fMQk",mortgage,,0.07692307692307693,housing,2
1491817160385376256,2022-02-10 16:51:42,@BefittingFacts Would be intresting to know % taking social security payment,social security,,0.0,social security,2
1491671853579919360,2022-02-10 07:14:18,"🏠 Real Estate Is A Gold Sport 🏠

➡️ #Haus_Coin is a Real-Estate Cryptocurrency!!

Join &amp; Know more 👉 https://t.co/9vwkyn424z

#hauscoin #realestate #cryptocurrency #blockchain #security #cryptoinvest #money #building #construction #housing #housingmarket #hauscoinnews https://t.co/Kl2L4aVPTs",housing,,0.2,housing,2
1491697166913781761,2022-02-10 08:54:53,"@Ziobobbo54 @bruce_haigh @Krungthepkris1 Because I've lived through supposedly the best Labor govt ever, had 17.5% mortgage interest rate and 63% top tax rate, 10% unemployment 
I never earned so much and had so little.
That was the last time I   ever voted Labor.",interest rate,,0.08888888888888889,interest rate,2
1491697166913781761,2022-02-10 08:54:53,"@Ziobobbo54 @bruce_haigh @Krungthepkris1 Because I've lived through supposedly the best Labor govt ever, had 17.5% mortgage interest rate and 63% top tax rate, 10% unemployment 
I never earned so much and had so little.
That was the last time I   ever voted Labor.",mortgage,,0.08888888888888889,housing,2
1491673611358277632,2022-02-10 07:21:17,"He probably should be reporting his earnings to Centrelink. Technically speaking, he should. I make a mockery of a situation that had a whole lot consequences. I don’t support the legalisation of marijuana. Smoking weed has a whole lot of consequences. Even when it’s just weed.",centrelink,,0.043478260869565216,social security,2
1491695332442669056,2022-02-10 08:47:36,@AngusTaylorMP Cost of living is increasing and wages have stalled under your government. I welcome a change.,cost of living,,0.0,cost of living,2
1491674165195145219,2022-02-10 07:23:29,Sex and religion on politicians' minds as Australians contend with cost of living pressures https://t.co/X27k5vOxdi via @ABCaustralia,cost of living,,-0.05,cost of living,2
1491674315833876483,2022-02-10 07:24:05,They are too busy working long hours for shit wages to pay off outrageous mortgages. Self entitled twat.   RDM https://t.co/m27nqavxyj,mortgage,,-0.5217391304347826,housing,2
1491674764372770816,2022-02-10 07:25:52,Horse inflation! Must not picture giant bouncy inflated horses. https://t.co/DX7RYPx7kL,inflation,,0.0,cost of living,2
1491675663992262662,2022-02-10 07:29:26,"Pathetic waste of time and resources. The cause of further trauma for many. Resources could have been used to address issues in Aged Care, initiate a Federal ICAC, strategise how to provide affordable housing for families and singles. 
Bring on the election!",housing,,-0.047619047619047616,housing,2
1491682077963526145,2022-02-10 07:54:56,@gasugasu1984 @GutweinTeam It’s just ridiculous - staging the Ashes has obviously gone to Gutwein’s head. How about spending some money on desperately needed community infrastructure…the health system…roads…housing…education…the list goes on and on. He certainly has lost the plot.,housing,,-0.23684210526315788,housing,2
1491678377669185536,2022-02-10 07:40:13,"Probably a bit long in the tooth now... but if you are still trying to work out what happened in Canberra last night, this is the best ""roundup"" I found. Sex and religion on politicians' minds as Australians contend with cost of living pressures - ABC News https://t.co/vtYfpVw3SS",cost of living,,0.0392156862745098,cost of living,2
1491706053939335168,2022-02-10 09:30:12,"@SmallCaps_asx Punt on pre revenue garbage if you like, I ain’t going to stop ya. Back out the shipping and royalty costs on MIN (w/ WA cost inflation)",inflation,,0.0,cost of living,2
1491679642129817603,2022-02-10 07:45:15,"The dailies claim expected interest rate rises must equal the sky falling &amp; property prices collapsing. However the bigger issue would be stock on market. 

Only when stock increases will we see more than a reduction in growth rates. There will be no decrease in prices until then https://t.co/vraQGA9bzt",interest rate,"Brisbane, Queensland",0.0,interest rate,2
1491680105801863169,2022-02-10 07:47:05,Australia’s housing market started the new year on a high with lending rates and building approvals seeing strong gains.  Click here:  https://t.co/BxdBoT4q7F to find out more https://t.co/wNvyQ3rYnt,housing,,0.12121212121212122,housing,2
1491680698322735109,2022-02-10 07:49:27,"My first ever mortgage payment goes out today, I hope mum has room in my plunket book for this developmental milestone. #babysfirstmortgage",mortgage,,0.09090909090909091,housing,2
1491681000279408642,2022-02-10 07:50:39,"From BlueHarvestDigital "" Interest Rate Decision for Indonesia on Thu, 10 February 2022 "" published 10/02/2022 #Finance #Indonesia #finance 
https://t.co/hnnihsDqwd https://t.co/nXsiKrfNqB",interest rate,,0.037037037037037035,interest rate,2
1491763658728214530,2022-02-10 13:19:06,"@Chris59778879 @JGademski Lol 100k is peanuts in this country you do realise you pay $23k tax on that half of that goes on your mortgage/ rent , rest on food and expenses what are you left with? 😂",mortgage,,0.08108108108108109,housing,2
1491854818268581888,2022-02-10 19:21:20,@KKeneally How is Labour going to deal with inflation? This is going to be all governments biggest issue over the next few years…..,inflation,,0.0,cost of living,2
1491855116915589120,2022-02-10 19:22:31,@KKeneally How is Labor going to deal with inflation? This is going to be all governments biggest issue over the next few years…..,inflation,,0.0,cost of living,2
1491691876860055552,2022-02-10 08:33:52,@unionsaustralia Just another measure to help increase inflation due to service and business costs increasing to offset the increase. Let that eat away further at your measly take home wage. Unions are the inflation engine 💪👍 Keep chasing that tail.,inflation,,0.1,cost of living,2
1491684019137773568,2022-02-10 08:02:38,"As Homelessness and Housing Services Minister I’ve been working with partners to end homelessness for good in #cbr. Great to provide an update on the work we are doing to get there in the @ACT_Assembly this week.#greensingovernment @GreensACT 

https://t.co/wjFdC9AARn https://t.co/v6bLcQw57x",housing,"Canberra, Australian Capital Territory",0.125,housing,2
1491684329549975557,2022-02-10 08:03:52,"""Japan's inflation is too tame for people to rush into a gold-linked cryptocurrency. A deposit-backed stablecoin makes more sense, says @andymukherjee70 https://t.co/k3J50oXixH via @bopinion""",inflation,,0.0,cost of living,2
1491745331242942466,2022-02-10 12:06:16,"@Frankca80011834 @AlboMP Ohhh ok. 😉 That’s messed up, but in line with social-democratic countries like Sweden and Norway. Albo is a damn fool…except in those countries they have free top tier healthcare, good quality low income housing, good welfare system…Albo (ALP) can’t have it both ways..",housing,,0.2391304347826087,housing,2
1491712320073990150,2022-02-10 09:55:06,"@BatmanTracy @Helpnight ANZ have lifted interest rates. The other banks will soon follow. 

Clear sign of inflation on the horizon.",interest rate,,0.1,interest rate,2
1491712320073990150,2022-02-10 09:55:06,"@BatmanTracy @Helpnight ANZ have lifted interest rates. The other banks will soon follow. 

Clear sign of inflation on the horizon.",inflation,,0.1,cost of living,2
1491687487432970242,2022-02-10 08:16:25,CBA’s head of retail banking says customers are ready to absorb modest interest rate rises. https://t.co/XWjRkeFNWC,interest rate,,0.10526315789473684,interest rate,2
1491690560481943554,2022-02-10 08:28:38,"Cost of living up 5.2 percent for all households, driven by escalating petrol prices | Newshub: Although Māori households spent a similar portion of income on petrol and interest payments, compared to the average household, they were more readily ... https://t.co/gr8ves6LsS",interest payment,,0.022727272727272728,interest rate,2
1491690560481943554,2022-02-10 08:28:38,"Cost of living up 5.2 percent for all households, driven by escalating petrol prices | Newshub: Although Māori households spent a similar portion of income on petrol and interest payments, compared to the average household, they were more readily ... https://t.co/gr8ves6LsS",cost of living,,0.022727272727272728,cost of living,2
1491708656198758400,2022-02-10 09:40:32,"@JoshFrydenberg I had 2 claim an early release of my super 2 stop @linkwentworth housing from terminating my tenancy
my son was in hospital - they knew 
arrears that didn't exist - they knew
recently @centrelink have been giving me more Commonwealth Rent Assistance than I'm entitled 2 based on..",centrelink,,0.06,social security,2
1491708656198758400,2022-02-10 09:40:32,"@JoshFrydenberg I had 2 claim an early release of my super 2 stop @linkwentworth housing from terminating my tenancy
my son was in hospital - they knew 
arrears that didn't exist - they knew
recently @centrelink have been giving me more Commonwealth Rent Assistance than I'm entitled 2 based on..",housing,,0.06,housing,2
1491709593814462464,2022-02-10 09:44:16,"@JoshFrydenberg @LinkWentworth @Centrelink Information that @linkwentworth made me submit and have made me submit for years and years
100% of my Commonwealth Rent Assistance goes to and has gone 2 them
Is this ok with u?
@centrelink won't investigate- perhaps you could look into it?
Maybe my maths is wrong?",centrelink,,-0.04,social security,2
1491690789583220737,2022-02-10 08:29:33,EUR/USD Steady Ahead of US CPI Inflation https://t.co/UZtQxN97rs https://t.co/cBZgeIUrHv,inflation,,0.0,cost of living,2
1491691106660392960,2022-02-10 08:30:48,JFC Australia you would be better off trying to solve GREED like unaffordable housing prices than sending athletes over to  China to the #winterolympics. People have no fuckin' brains in this bloody country I swear. When will people wake up?? Never😬,housing,,-0.0975609756097561,housing,2
1491691175132033033,2022-02-10 08:31:05,"@misoulradio @georgekay Morning George loving the tunes this morning , while I’m cooking dinner !! You know what I miss from my teenage years , not worrying about paying a mortgage, gas , electric bills etc . Have a great day London .",mortgage,,0.16216216216216217,housing,2
1491693198258827264,2022-02-10 08:39:07,"From BlueHarvestDigital "" Interest Rate Decision for Sweden on Thu, 10 February 2022 "" published 10/02/2022 #Finance #Sweden #finance 
https://t.co/YUZ6ziN21v https://t.co/2Pm2SOvZH6",interest rate,,0.037037037037037035,interest rate,2
1491693599309721600,2022-02-10 08:40:43,"Trending on #LunarCrush:

""Inflation has hit 6.4% in the Netherlands. 

Effectively, the inflation is way higher than that numbers, as it’s always depending on the measurement t..."" via @CryptoMichNL

Top coin mentions
$btc

https://t.co/wIL77BluZ7 https://t.co/LmyQTG4GkY",inflation,,0.09523809523809523,cost of living,2
1491695149281427458,2022-02-10 08:46:52,Imugene leads ASX higher as consumer sentiment suffers inflation fears https://t.co/MGSKX1Dhdj #fintwit #ASX #finance,inflation,,-0.11764705882352941,cost of living,2
1491718161204678658,2022-02-10 10:18:19,"@JiraiyaReal I mean it's a good strategy, selling inflationary asset for a deflationary",inflation,,0.38461538461538464,cost of living,2
1491695279157833730,2022-02-10 08:47:23,"the more housing dept flats in one area, the higher the unemployment, closed shops and dysfunction",housing,,-0.25,housing,2
1491697066841722880,2022-02-10 08:54:29,More Small Business Owners Raising Prices to Combat Inflation – The Most Since 1974! https://t.co/Npp535gCc5,inflation,,-0.05555555555555555,cost of living,2
1491713134322618370,2022-02-10 09:58:20,"Also just quietly, we have a little rescue girl coming tomorrow to be his friend. Her people couldn't keep her (Tasmanian housing crisis is bullshit) and so she's coming here to me. 

I don't know much, except she likes other cats and likes people. I guess we will find out!",housing,,0.0,housing,2
1491698160405815300,2022-02-10 08:58:50,Government urged to back car-free housing https://t.co/FkPyey7GHd https://t.co/HURva421Lp,housing,,0.0,housing,2
1491698300512178180,2022-02-10 08:59:23,"The housing crisis is worsening, with out-of-control rent rises leaving more Queenslanders on the verge of homelessness. Opportunistic landlords and unethical agents have been blamed as social housing wait lists balloon. https://t.co/X3zhe2Blf8 @AlexLewisJourno #7NEWS https://t.co/Lbyod25Oxi",housing,,-0.21951219512195122,housing,2
1491698958422654976,2022-02-10 09:02:00,"@BevansAdvocate Not that I'm in favour of housing as a wealth transfer tool, but they *can* typically refinance to access some of those gains and spend them while still retaining the same future capital appreciation.",housing,,0.2571428571428571,housing,2
1491699220285464577,2022-02-10 09:03:03,California agency sues Tesla for alleged racial discrimination and harassment: The California Department of Fair Employment and Housing filed a lawsuit against Tesla on Wednesday alleging racial discrimination and harassment. The complai.. TechCrunch https://t.co/uJNjfExbPY,housing,,-0.21621621621621623,housing,2
1491700258576818182,2022-02-10 09:07:10,"Vic pledges to build 400 Aboriginal homes | PerthNow: Victoria has pledged $150 million to build affordable housing for the Aboriginal community, aiding the state's bid to boost the housing supply by ... https://t.co/XHPwjGiZzR",housing,,0.08333333333333333,housing,2
1491700263924625408,2022-02-10 09:07:12,"Vic pledges to build 400 Aboriginal homes | Muswellbrook Chronicle: The state government is chipping in $740 million to the scheme, with the rest of the bill footed by 22 community housing agencies. Australian ... https://t.co/uotLgxelmr",housing,,0.0,housing,2
1491719695590125568,2022-02-10 10:24:24,"@BernieSpofforth Blackstone’s been busy buying up family homes in the US.

If inflation and interest rates rise, will that leave other countries exposed to  mortgage forfeits, and a ripe climate for predatory corporations to buy up family homes everywhere?

So “You’ll own nothing and be happy.”",interest rate,,0.02127659574468085,interest rate,2
1491719695590125568,2022-02-10 10:24:24,"@BernieSpofforth Blackstone’s been busy buying up family homes in the US.

If inflation and interest rates rise, will that leave other countries exposed to  mortgage forfeits, and a ripe climate for predatory corporations to buy up family homes everywhere?

So “You’ll own nothing and be happy.”",mortgage,,0.02127659574468085,housing,2
1491719695590125568,2022-02-10 10:24:24,"@BernieSpofforth Blackstone’s been busy buying up family homes in the US.

If inflation and interest rates rise, will that leave other countries exposed to  mortgage forfeits, and a ripe climate for predatory corporations to buy up family homes everywhere?

So “You’ll own nothing and be happy.”",inflation,,0.02127659574468085,cost of living,2
1491705780391002113,2022-02-10 09:29:07,"Top 3 (low form)
ALBANY (07)
2. MR MT WALKER 69%
1. INFLATION 18%
6. STARAUTHORESS 10%
#Au #Racing #Tips",inflation,,0.1,cost of living,2
1491708139515052032,2022-02-10 09:38:29,Yes inflation is hitting. When will precious metals and crypto take off 🎈 https://t.co/QcOTGJ74ji,inflation,,0.23529411764705882,cost of living,2
1491741973450952708,2022-02-10 11:52:56,@Altcoin_mo Correct! because most employers require you to be fully vaccinated or at least mine does sadly and I’m not going to ruin my career to go on Centrelink and what’s to say they won’t mandate it anyway?,centrelink,,-0.10256410256410256,social security,2
1491711121706795008,2022-02-10 09:50:20,Sex and religion on politicians' minds as Australians contend with cost of living pressures https://t.co/7q6CCuWnUD via @ABCaustralia,cost of living,"Perth, Western Australia",-0.05,cost of living,2
1491712640707874819,2022-02-10 09:56:22,Trying to stay up to watch this inflation number hit the wire https://t.co/pHyWCY9v80,inflation,,0.0,cost of living,2
1491712735876624389,2022-02-10 09:56:45,"Victorian government delivering rapid antigen tests to early childhood learning centres/care sites over the next 2 weeks. 

https://t.co/Nr4Uvr6PJf
Mortgage &amp; Finance brokers

Long Covid #MAFS #COVID19 #Omicron Positive #Melbourne #preschool #melb #Election2022 #FederalReserve https://t.co/1unuVhqSHt",mortgage,"Victoria, Australia",0.0975609756097561,housing,2
1491713084343611398,2022-02-10 09:58:08,"Is your Home Loan over $1,000,000?

Get $6,000 back to refinance to a better interest rate.

Suitable Loans.
https://t.co/Nr4Uvr6PJf 
Mortgage &amp; Finance brokers

#MAFSAUS #selin #Meta #Melbourne #COVID19 #MAFSAU #MAFS #interestrates #reservebank https://t.co/0nx6Gi9Zww",interest rate,"Victoria, Australia",0.11904761904761904,interest rate,2
1491713084343611398,2022-02-10 09:58:08,"Is your Home Loan over $1,000,000?

Get $6,000 back to refinance to a better interest rate.

Suitable Loans.
https://t.co/Nr4Uvr6PJf 
Mortgage &amp; Finance brokers

#MAFSAUS #selin #Meta #Melbourne #COVID19 #MAFSAU #MAFS #interestrates #reservebank https://t.co/0nx6Gi9Zww",mortgage,"Victoria, Australia",0.11904761904761904,housing,2
1491714156705501184,2022-02-10 10:02:24,How hot is this inflation print going to be?  https://t.co/pHyWCY9v80,inflation,,0.0,cost of living,2
1491733322791280649,2022-02-10 11:18:33,"@AFP As someone pointed out 
https://t.co/4G8GS51If7

Euro area annual inflation is expected to be 5.1 % in January 2022, up from 5.0 % in December 2021
why is it shown at 2.6?",inflation,,0.0,cost of living,2
1491735467955560448,2022-02-10 11:27:05,"@fwred @EU_Commission @ecb Frederik, can you explain for a layman how they forecast 21 inflation to be 2.6
when this has it at 5%
https://t.co/4G8GS51If7",inflation,,0.0,cost of living,2
1491716208663490564,2022-02-10 10:10:33,USD/JPY Upbeat As Markets Brace for US Inflation Figures https://t.co/A4CskwelZc https://t.co/WjFsi8YoA8,inflation,,0.0,cost of living,2
1491717116625489922,2022-02-10 10:14:10,"US equities traded mostly lower in #premarket on Thursday ahead of #inflation #Data scheduled for later in the day. 

At 4:30 am ET, the #DowJones was slightly up by 0.07%, while the #NASDAQ100 fell 0.45%, and the #S&amp;P500 declined by 0.26%. https://t.co/KvCSYn3yfu",inflation,,0.0,cost of living,2
1491717320829698054,2022-02-10 10:14:58,"I should save locum money for a house deposit but really I want what feels like my last chance to travel the world. (As hoping to start trying for a baby in the next couple of years as I’m already 32). 

But covid still everywhere and housing prices in sydney are sickening. 😞",housing,,0.1509433962264151,housing,2
1491720763992571908,2022-02-10 10:28:39,"Like: oh you have sprawl and no infrastructure but the housing itself is mixed suburban mansion/too crowded units, and the trains are crowded or infrequent?

And you're worried about where this is heading with climate and population growth but no investment?",housing,,-0.023809523809523808,housing,2
1491721117173784577,2022-02-10 10:30:03,[NSW] 'Housing Services Officer' required by 'Wesley Community Housing' in Ashfield. Be the first point of contact for Wesley Community Housing and undertake a variety of admin and tasks. See more and apply at: https://t.co/VedHHjs1MG #AdminJobs #ChristianJobs #CustomerService,housing,,0.0,housing,2
1491762884778803206,2022-02-10 13:16:02,"@PicsByKatieMcG Están todos los videos en LinkedIn 
Te adelanto cosas que descontas de tu tax:
* property depreciation
* mortgage interest 
* body corporate y land tax
Etc (son todas perdidas para tu tax return)

https://t.co/Kz7l7Vcq3x",mortgage,,0.027777777777777776,housing,2
1491918240624230402,2022-02-10 23:33:21,"@AmyLloyd0 @WangChung111 I have 8 children, wife with a disability, a mortgage.
No offence to your choice, as I dont know your particular situation (pro freedom of choice), but the 
“I had to get it or starve” is a bit trite to those who had to get it or starve &amp; chose not to get it &amp; starve.#holdtheline",mortgage,,-0.11864406779661017,housing,2
1491722936906305537,2022-02-10 10:37:17,"ffs the LNP has to go!!!

Sex and religion on politicians' minds as Australians contend with cost of living pressures
https://t.co/Eb2n3mS8q8",cost of living,,-0.041666666666666664,cost of living,2
1491832649367027712,2022-02-10 17:53:15,"@HerrBadbits ""Angststörungen"" scheinen derzeit inflationär in den SM und anderswo diagnostiziert zu werden.",inflation,,0.0,cost of living,2
1491921987568308226,2022-02-10 23:48:15,@Real_DominiqueE @droverdriver61 @ElaineM11584892 No surprise really …couldn’t e en manage housing just own people,housing,,-0.06666666666666667,housing,2
1491922204904538112,2022-02-10 23:49:06,@Real_DominiqueE @droverdriver61 @ElaineM11584892 No surprise really as he couldn’t even give a stuff about housing his own people 🗳🥾🧢,housing,,-0.05,housing,2
1491760473103949827,2022-02-10 13:06:27,"@PlsUseYourBrain @droverdriver61 A story about social security being too easy to rip off by ""dole bludgers"" in 1981 or 82 was wrong and full of lies as well as being a shit story designed to make people look bad by misrepresenting the actions of a vanishingly small number of people. 
Haven't watched it since.",social security,,-0.18518518518518517,social security,2
1491758251788046339,2022-02-10 12:57:37,"@jonac13 @donnajeanie @LawrenceBJones3 No, did you ever wonder how Pelosi gets rich?

Homelessness is at all time highs on purpose &gt; ""affordable housing"" is the word used as tax payer funded &gt; builders built &gt; sell back to gov (kick backs) &gt; homeless move in.

They are creating ghettos... Dave is smart, he knows.",housing,,0.05555555555555555,housing,2
1491725243366273026,2022-02-10 10:46:27,Sex and religion on politicians' minds as Australians contend with cost of living pressures - ABC News https://t.co/yL5pr0sSp1,cost of living,,-0.047619047619047616,cost of living,2
1491725264497221632,2022-02-10 10:46:32,"#Earningsseason is giving us plenty of insights about the economic recovery, with the next test today's #CPI #Inflation figures...

Enjoy this livestream as we unpacked all the standout earnings reports and discussed where markets could head -

https://t.co/25yjObJHUi",inflation,,0.04878048780487805,cost of living,2
1491725627925626883,2022-02-10 10:47:59,"It must have been a shit of a day in Canberra today I'd love to be serving a curry at Kirabilli tonight for the elite
Sex and religion on politicians' minds as Australians contend with cost of living pressures
https://t.co/6dJBLusruN",cost of living,,-0.046511627906976744,cost of living,2
1491729961459515399,2022-02-10 11:05:12,Inflation has taught us in history many times that status quo policies simply don't change anything and it's not until someone does something that it wanes.,inflation,,0.0,cost of living,2
1491730839918428162,2022-02-10 11:08:41,"@twisteddoodles I looked up the house my parents rented in the late 80s/early 90s, before they built the house I grew up in. It used to be public housing - it's now got private rental tenants, and it sold on the private market back in 2012.",housing,,0.0,housing,2
1491730510468743172,2022-02-10 11:07:23,third most unaffordable housing market in the OECD. But the good news is that the combined worth of Australian billionaires is 52.4% higher in December 2020 than it was a year earlier. https://t.co/evF926ShKD,housing,,0.13513513513513514,housing,2
1491732761400557570,2022-02-10 11:16:20,Most CEOs say rate hikes won’t quickly solve inflation crisis https://t.co/Y04dSuucik,inflation,,0.07692307692307693,cost of living,2
1491732761400557570,2022-02-10 11:16:20,Most CEOs say rate hikes won’t quickly solve inflation crisis https://t.co/Y04dSuucik,rate hike,,0.07692307692307693,interest rate,2
1491735946923941889,2022-02-10 11:28:59,"$Nano is for

1) Rich - as they don’t prefer to wait. (Instant payments)
2) Poor - as they can’t spend money on transfers (zero fees)
3) Middle class - as they save paper money just to see it’s value going down overtime (Zero inflation)

#Bitcoin is neither of these.

@elonmusk",inflation,,0.0392156862745098,cost of living,2
1491736376936525824,2022-02-10 11:30:42,"Looking For VIRTUAL MORTGAGE Broker TO Buy A Land 😀
How To Buy Your FIRST Virtual Land In Sandbox...
#sandbox #virtualland #ethereum 
https://t.co/e7f9NGje1A",mortgage,"Sydney, New South Wales",0.07692307692307693,housing,2
1491738194412408834,2022-02-10 11:37:55,"From StockheadComAu "" Fundie: It???s all about stock valuations in 2022 as momentum trading runs its course "" published 10/02/2022 $PLY $RZI $ALC $MCL #Technology #Apple #Inflation 
https://t.co/BZF0DIwqlE",inflation,,0.0,cost of living,2
1491744340976156672,2022-02-10 12:02:20,"@ECOWARRIORSS @ABCaustralia Sad that it's the mushrooming housing estates that is putting the squeeze on wallabies. It would have been forest or scub from the mountains to the beach, then land is cleared, wallabies breed up on new grassy fields, then housing estates move in. Man-made problem",housing,,-0.06382978723404255,housing,2
1491742229651935234,2022-02-10 11:53:57,"@NikkitaFTW We had a WhatsApp group for the housing block where I lived in London. The most common question was ""Is anyone else's internet down? I'm using Virgin""",housing,,-0.03571428571428571,housing,2
1491743983244312576,2022-02-10 12:00:55,"With the direction Australia is heading in environmentally, with #COVID19, with refugee policy, housing and stagnating wages and the cost of living, to name just a few massive fails of the Liberal National #Morrison government, all progressives must work together get rid of them. https://t.co/gNJap2O5kF",cost of living,,-0.041666666666666664,cost of living,2
1491743983244312576,2022-02-10 12:00:55,"With the direction Australia is heading in environmentally, with #COVID19, with refugee policy, housing and stagnating wages and the cost of living, to name just a few massive fails of the Liberal National #Morrison government, all progressives must work together get rid of them. https://t.co/gNJap2O5kF",housing,,-0.041666666666666664,housing,2
1491759948023304193,2022-02-10 13:04:21,"@firstdogonmoon @Jennnifer_Smart The nation's new motto!! 

""Australia: free housing for enormous spiders.""",housing,,0.15384615384615385,housing,2
1491752095774437377,2022-02-10 12:33:09,If you saw the prev vid with a message from my mortgage broker at the end 🤡 nooo u didn't 🤡🤡 anyway imagine this but agonisingly slow as i hung in the middle and finally heaved my ass up https://t.co/pLcjAbJDMT,mortgage,,-0.09302325581395349,housing,2
1491748824276430848,2022-02-10 12:20:09,Sat down this evening and did a quick comparison of this weeks groceries to a receipt from late November. Every single thing (except bread) is 10-40% more expensive. How are those living pay to pay able to absorb this kind of inflationary shock?,inflation,,-0.046511627906976744,cost of living,2
1491748970661818368,2022-02-10 12:20:44,"Sydney's population is predicted to explode — this is where people will live in 20 years https://t.co/oah7fTktJd via @ABCaustralia
 # Maybe if the Government could spent less of tax payers money 💵 on welfare they could spend more on housing &amp; infrastructure 😳",housing,,0.044444444444444446,housing,2
1491750323391987715,2022-02-10 12:26:07,"Sex and religion on politicians' minds as Australians contend with cost of living pressures https://t.co/k8ExwAYudq via @ABCaustralia
Why would any sane person be surprised at the leading LINO bar none in the Liberal Party crossing the floor to vote with Labor !Trent Zimmerman !",cost of living,,0.021739130434782608,cost of living,2
1491752426298355712,2022-02-10 12:34:28,"Handy new blog - 5 things to look out for when choosing a real estate agent
Read here - https://t.co/LbxkCIzcfs

#firsthome #timetobuy #house #newhome #housingmarket #realestate https://t.co/StV6nvJ7wb",housing,,0.0,housing,2
1491754341895897097,2022-02-10 12:42:05,"This is a good article 

Sex and religion on politicians' minds as Australians contend with cost of living pressures - ABC News https://t.co/9w5l1ZjqEA",cost of living,,0.07692307692307693,cost of living,2
1491754823670452225,2022-02-10 12:44:00,Gosh I love the assumptions people make. A lady on a Facebook group enquired what she would get for Centrelink &amp; someone just auto assumed she would get child support. First lady said no. Second lady said ‘what a jerk of a father’. Could see she had a donor situation.,centrelink,,0.02,social security,2
